title,article
취약계층 정보화 수준 일반인 70% 수준, 일반 국민에 비해 취약계층의 디지털정보화 수준이 크게 떨어지는 것으로 나타났다 과학기술정보통신부 장관 최기영 는 장애인 고령층 농어민 저소득층의 디지털정보화 수준에 관한 2019 디지털정보격차 실태조사 결과를 발표했다 이번 조사는 전국 17개 광역시 도 1만5000명을 대상으로 일대일 면접 방식으로 진행됐다 실태조사 결과에 따르면 일반국민 대비 정보취약계층의 디지털정보화 수준은 69 9 로 전년 68 9 대비 1 0 p 향상됐다 부문별로는 취약계층의 디지털 접근은 91 7 역량은 60 2 활용은 68 8 수준이었다 매년 향상 추세를 보이고 있지만 일반 국민들에 비하면 여전히 낮은 상황이다 저소득층이 87 8 장애인이 75 2 농어민이 70 6 이었으며 특히 고령층이 64 3 로 낮게 나타났다 박윤규 과기정통부 정보통신정책관은 인공지능 빅데이터 기술과 무인정보단말 키오스크 과 같은 무인시스템이 도입되면서 디지털 환경이 급변하고 있는 만큼 이에 대한 준비가 필요하다 며 디지털 전환 과정에서 정보 취약계층이 배제되거나 소외되지 않도록 디지털 이용역량 강화 차별없는 디지털 환경 조성 등을 위해 노력하겠다 라고 밝혔다   
"걸음마는 뗐지만··· 데이터3법, 후속 과제는?", 바야흐로 데이터 활용의 시대다 지난 1월9일 데이터3법 으로 분류되는 개인정보보호법 신용정보법 정보통신망법 개정안이 국회 통과하면서 데이터 활용의 물꼬가 트였다 데이터를 활용한 새로운 산업과 서비스가 대거 등장할 것으로 예상된다 개인정보보호 문제도 이제 새로운 관점에서 바라봐야 할 시점이 됐다 데이터3법 개정안 또 이로 인해 생길 변화를 짚어본다 편집자 주 1월9일 우여곡절을 거쳐 데이터3법 개인정보보호법 신용정보법 정보통신망법 이 국회를 통과했다 하지만 법이 통과됐다고 해서 끝난 게 아니다 2월4일 개정법이 공포됐고 6개월 이후인 오는 8월5일부터 시행된다 그 사이에 데이터3법 개정법과 관련해 산적한 문제를 해결해야 한다 개인정보보호 약화 우려 데이터3법은 통과 이전부터 찬반 논란이 많았던 법이다 데이터 활용을 늘림으로 인해 개인정보보호 기능이 약화될 것 이나냐는 우려가 대표적이다 실제로 데이터 활용을 확대하면 개인정보보호는 약화될 수밖에 없다 보호와 활용은 반비례하기 때문이다 일각에서는 추가정보 없이 개인을 알아볼 수 없도록 하는 가명정보 를 활용하기 때문에 유출되더라도 심각한 개인정보침해는 없을 것이라고 주장한다 하지만 가명정보도 유출되면 안 된다는 게 개인정보보호론자의 주장이다 가명정보가 아닌 익명정보에 대해서도 보호가 필요하다 익명정보에 비해 개인정보에 더 가까운 가명정보라면 더더욱 보호해야 한다는 의견은 외면할 수 없는 정론이다 또한 데이터3법 시행 이후 폭발적으로 늘어날 데이터 유통의 부작용도 우려된다 기존의 경우 데이터 활용에 대한 규제가 많았던 만큼 이를 활용하려는 기업들은 한정돼 있었다 규제 속에서도 이를 활용하려는 기업은 주로 대기업 위주였고 이들 기업은 정보보호에 막대한 예산을 투입하는 기업들이다 이를 예측해볼 수 있는 구체적인 사례가 있다 은행 증권 등 전통적인 금융권과 암호화폐거래소 등의 핀테크 기업 사례다 은행의 경우 대단히 높은 수준의 보안체계를 구축하는 업종이다 가령 2018년 발생했던 우리은행 해킹시도 당시 5일 동안 한 IP에서 75만 건의 접속 시도와 5만여건의 로그인 성공이 있었다 하지만 로그인 성공 이후 인터넷뱅킹의 이체 등을 위해 추가인증을 해야 하는 멀티팩터 보안으로 인해 출금 피해액은 0원이었다 이에 반해 암호화폐거래소의 경우 지난해에만 800억원 가량의 유출사고가 발생했다 최근 3년 사이 발생한 암호화폐 유출은 8건에 달한다 시장에 막 진입하는 신규 플레이어가 막대한 자산을 바탕으로 보안체계를 구축한 기존 플레이어에 비해 허점이 많은 것은 어쩔 수 없는 일이다 하지만 데이터 유통이 활성화된다면 비교적 정보보호에 투자할 여력이 적은 기업들도 데이터를 활용하게 된다 이 경우 해커가 공격할 수 있는 공격면 이 늘기 때문에 개인정보 유 노출의 범위도 늘고 공격 성공률도 높아지는 만큼 개인정보보호의 약화에 대한 우려가 생길 수밖에 없다 가명처리의 기준 마련 시급 개정법의 핵심은 가명정보 개념 도입이다 동시에 개인정보보호와 데이터 활용의 열쇠를 쥔 것도 가명정보다 정확히는 가명처리의 기준 이다 가명정보는 1을 대상으로 한 정보를 2 이상으로 인식되도록 가명처리를 거친 정보다 하지만 개정법에서는 가명처리의 기준에 대한 구체적인 내용이 제시되지 않았다 데이터3법의 시행령 가이드라인 등의 후속 조치가 중요한 이유다 하지만 법에서 가명처리 기준을 명확히 하는 것은 쉬운 일이 아니다 대한민국 19대 대통령 이라는 정보가 있을 경우 이는 1명을 가리키는 개인정보다 하지만 여기서 19대 를 지운다면 대한민국 대통령 이라는 12명을 나타내는 정보가 된다 이는 1이었던 정보를 2 이상으로 만들었기에 가명정보라고 볼 수 있다 이 경우 19대 는 이름 주민번호 전화번호 이메일 등의 식별자가 아닌 속성자 가 된다 단순히 식별자를 비식별조치한다고 해서 가명처리가 되는 것은 아니라는 의미다 그렇다고 포괄적인 비식별조치를 강제할 수는 없다 데이터 활용을 늘린다는 입법 취지에서 벗어나기 때문이다 이에 대해 고환경 법무법인 광장 변호사는 가명처리의 방법과 수준은 자칫 가명처리에 대한 규제로 작용할 수 있어 조심스럽게 접근해야 한다 며 하위법령 마련에 있어서 각 분야 전문가들로부터 광범위한 의견수렴을 거치는 것이 필요하다 고 제언했다 지나치게 엄격한 형사처벌 조항 활용 억제 우려 개인정보보호를 위한 개정법의 장치가 지나치게 엄격한 것 아니냐는 우려의 목소리도 있다 한국의 개인정보보호법은 여느 나라에 비해 처벌 조항이 엄격한 편이다 개정법 발의를 위해 참고한 유럽연합 EU 의 일반개인정보보호법 GDPR 에는 없는 형사처벌 조항이 대표적이다 개인정보보호법에는 안정성 확보에 필요한 조치를 하지 않아 개인정보를 분실 도난 유출 변조 또는 훼손될 경우 2년 이하의 징역 또는 1000만원 이하의 벌금에 처한다 고 명시돼 있다 이는 기업이 악의적으로 데이터를 유 노출하지 않고 해커에 의해 공격당하더라도 형사처벌이 가능하다는 것을 의미한다 개정법에서 새로 도입된 가명정보에 대한 처벌은 특히 엄격하다 개정된 개인정보보호법 제28조5에는 누구든지 특정 개인을 알아보기 위한 목적으로 가명정보를 처리해서는 아니 된다 개인정보처리자는 가명정보를 처리하는 과정에서 특정 개인을 알아볼 수 있는 정보가 생성된 경우에는 즉시 해당 정보의 처리를 중지하고 지체 없이 회수 파기하여야 한다 등의 내용이 있다 이를 어길 경우 5년 이하의 징역 또는 5000만원 이하의 벌금과 전체 매출액 100분의 3 이하에 해당하는 금액을 과징금으로 부과받는다 이런 형사처벌 조항은 개인정보보호를 위한 장치다 하지만 악의적인 의도가 아닌 가명처리 과정에서의 실수로도 징역 5년 이하의 형사처벌 대상이 될 수 있다 이와 같은 위험 부담을 기업이 반길 리 없다 더군다나 현재 구체적인 가명처리의 기준조차도 마련되지 않은 상태다 데이터 활용을 고대하던 업계에서는 그렇잖아도 부족한 정보보호 전문가가 다 도망가게 생겼다 는 우려의 목소리가 나온다 공 넘겨받은 개인정보보호위원회 데이터3법이 국회 문턱을 넘어 개인정보보호위원회 이하 개보위 가 공을 넘겨받았다 8월5일 전까지 시행령과 가이드라인이나 법해설서 등을 마련해야 하는 만큼 책임이 막중하다 개보위는 데이터3법 개정 후 행정안전부와 방송통신위원회 이하 방통위 의 개인정보보호 관련 기능 모두와 금융위원회 이하 금융위 의 일반상거래 기업 조사 처분권을 넘겨받은 일원화된 감독기구다 역할이 커진 만큼 막강한 힘을 지니게 됐다 개정법에서는 개보위는 국무총리 소속으로 상임위원인 위원장 1명 부위원장 1명을 포함한 9명 위원으로 구성하도록 명시돼 있다 위원장과 부위원장 2명은 국무총리 제청으로 2명은 위원장의 제청으로 2명은 대통령이 소속되거나 소속되었던 정당의 교섭단체 추천으로 3명은 그 외의 교섭단체 추천으로 대통령이 임명 또는 위촉한다 하지만 개보위가 국무총리 소속이라는 점과 정부 및 국회의 추천으로 임명되는 위원 구성 방식 등 개보위 자체에 대해 우려하는 이들도 적지 않다 시민단체에서는 기존 개보위가 대통령 소속에서 국무총리 소속으로 바뀐 것은 격하 라고 꼬집었다 동시에 위원장과 부위원장을 국무총리 제청으로 임명되는 것과 국무총리의 행정감독권 정부조직법 제18조 을 배제하지 않았다는 점에서 개보위의 독립성에 대한 신뢰성이 흔들릴 수 있다고도 지적했다 가명처리의 기준 등 전문성이 요구되는 위원 중 5명을 여당과 야당이 추천하는 것에 대한 문제 제기도 있다 자칫하다가는 개보위가 개인정보보호를 위한 기관이 아닌 정치적 대립의 장이 되는 것 아니냐는 목소리도 나온다 이미 공은 굴러가기 시작했다 개보위는 4일 각계 민간 전문가로 구성된 개인정보보호 제도혁신자문단 을 발족하는 등 데이터3법 후속조치를 위한 정책 연구를 본격화했다 김일재 개보위 위원장 대행은 개보위는 올해가 개인정보보호 업무혁신의 원년이 될 수 있도록 민간 공공분야와의 소통 협력을 강화해 나갈 것 이라고 말했다   
코로나19 ‘자가격리자 안전보호 앱’ 개발··· “‘마스크 앱’은 어떤가요?”, 코로나바이러스감염증 19 이하 코로나19 확산 방지 차원에서 자가격리자 안전보호 앱 이 개발됐다 행정안전부는 코로나19 확산방지 및 지방자치단체에서 수행 중인 자가격리자 모니터링 업무를 지원하기 위해 자가격리자 안전보호 애플리케이션 앱 을 개발해 지방자치단체에 보급할 계획이라고 4일 밝혔다 자가격리자용과 전담공무원용 2종으로 개발된 앱은 3월7일부터 서비스를 시행할 예정이다 앱은 자신의 건강상태를 스스로 진단해 매일 2회 전담공무원에게 자동 통보하는 기능과 격리장소 이탈 시 알림 기능 자가격리자 생활수칙과 1339 및 전담공무원 연락처 등을 제공한다 행정안전부 관계자는 자가격리자의 위치정보는 다른 위치정보 앱과 마찬가지로 위치정보시스템 GPS 측정의 기술적 한계로 오차가 발생할 수 있으나 기존 자가격리자 관리방식보다는 지방자치단체의 모니터링이 개선될 것으로 기대한다고 설명했다 해당 앱은 자가격리자의 위치정보 등에 대한 동의를 얻어 사용한다 한국어 영어 중국어 3개 언어를 지원할 예정이다 이동훈 경희대학교 학생이 만든 코로나 맵 한편 마스크 품귀현상으로 국민 불만이 고조되는 가운데 한국보다 먼저 마스크 대란 을 겪었던 대만이 이를 극복하기 위해 개발한 앱이 주목받고 있다 대만 정부는 지난달 3일 신분증을 제시해야 마스크를 구매할 수 있는 마스크 실명제 와 함께 내 위치 주변에서 마스크를 파는 곳이 표시되는 마스크 맵 서비스를 개발했다 마스크 맵은 한국으로 치면 과학기술정보통신부 장관 격의 오드리 탕 대만 디지털총무정무위원이 대만에서 활동하는 개발자 페이스북 그룹에 도움을 요청해 개발된 민관협력 앱 이다 마스크 맵은 정부가 가지고 있는 마스크 판매 데이터와 민간에서 개발한 지도가 결합해 탄생했다 주위의 마스크를 파는 곳은 물론이고 성인용 어린이용 마스크 재고 영업시간 전화번호 등을 알려준다 회색 분홍 노랑 초록 파랑 등의 색상으로 재고량을 직관적으로 파알할 수 있도록 돕는다 국내서도 코로나맵 등 민간에서 개발된 서비스가 코로나19 위기에 유용하게 쓰인 사례가 있다 코로나맵의 개발자는 프로그래밍을 독학한 20대 대학생이다 해당 서비스는 질병관리본부의 브리핑 정보를 바탕으로 확진자의 수 지역 이동 동선 등의 정보를 직관적으로 알 수 있도록 돕고 있다 일각에서는 극심한 마스크 대란을 겪고 있는 만큼 대만의 사례를 참고해 국내 마스크 맵을 만들자는 목소리도 나오고 있다   
"구글‧MS도 韓 통신재난관리대상? 박선숙 의원, 개정안 발의", 한국에 데이터센터 IDC 를 구축한 사업자라면 통신재난관리대상으로 포함돼 데이터보호 의무를 준수해야 할 전망이다 국내 통신사와 네이버 등 주요 IT기업뿐 아니라 2016년 한국에 데이터센터를 세운 아마존웹서비스 AWS 올해 부산에 추가로 데이터센터를 설립하기로 한 마이크로소프트 MS 구글 등 해외 사업자 모두 포함된다 4일 박선숙 의원 민생당 은 방송통신발전 기본법 의 방송통신재난 대비 대상에 주요 데이터의 보호를 포함시키는 개정안을 발의했다 이번 개정안은 지상파 방송사와 주요 통신사에 집중된 기존 재난관리 대책을 클라우드 서비스 등 데이터사업자로 확대하고자 하는 것이다 개정안은 방송통신재난관리 기본계획 대상이 되는 주요방송통신사업자 에 일정 규모 이상의 서버 저장장치 네트워크 등을 제공하는 부가통신사업자 즉 데이터센터 사업자 를 포함시키고 재난 대비 항목에 주요 데이터의 보호를 추가하도록 했다 앞서 박 의원이 발의한 역외규정 즉 국내에서 서비스를 제공하는 해외사업자들도 국내법의 적용을 받도록 하는 전기통신사업법 개정안 제2조의2 국외행위에 대한 적용 은 2018년 12월 통과된 바 있다 이 조항은 선언적 의미를 갖고 있으며 개별 조항 적용이나 개정을 통해 뒷받침돼야 실효성을 가질 수 있다 이번 방송통신발전 기본법 개정안은 역외규정을 클라우드 서비스와 데이터 센터에 적용하고자 하는 일환으로 보면 된다 한국데이터센터연합회에 따르면 지난해 말 기준 국내에서 구축 운영 중인 데이터 센터는 158개 총 매출액은 2018년 기준 약 2조4000억 원으로 추정된다 2025년까지 32개 데이터센터가 새롭게 구축될 것으로 전망되고 있다 이 중 SK KT LG유플러스 네이버 등은 서버 10만대 이상 대규모 데이터 센터를 구축할 예정이다 해외 사업자의 경우 AWS MS 오라클 IBM 에퀴닉스 구글 등 IT기업뿐 아니라 맥쿼리 같은 투자전문 회사도 국내에 데이터 센터를 구축했거나 구축할 예정이다 박 의원은 데이터는 유출될 수 있을 뿐 아니라 유실될 수도 있다 며 5G 초연결시대로 진입하면서 데이터 유출과 해킹 등 사이버 보안 측면의 안정성이 강조되고 있지만 여전히 우리 주변 환경은 물리적 재난에 다방면으로 노출돼 있다 고 말했다 이어 데이터는 지켜야할 물리적 자산 이라며 데이터의 사이버 안전과 물리적 안전이 동시에 만족되도록 하는 제도적 안전장치가 마련돼야 한다 고 강조했다   
"과기정통부, CCTV 활용한 재난·재해 방지 시범사업 공모", 과학기술정보통신부 장관 최기영 이하 과기정통부 와 한국인터넷진흥원 원장 김석환 은 지능형 기술을 적용한 재난 재해 분야의 지능형 CCTV 확산을 위해 지능형 CCTV 시범사업 공모를 3월 26일 까지 실시한다고 밝혔다 인터넷진흥원은 이달 12일 서울청사에서 설명회를 개최할 예정이다 시범사업은 지능형 CCTV 기업과 수요처로 구성된 컨소시엄 형태로 수행하게 되며 선정된 기업에는 최대 2 3억원을 지원한다 지능형 CCTV란 카메라를 이용해 영상 기반 행동 등을 분석하고 이상행위를 탐지해 특정 상황 배회 침입 방화 등 을 자동으로 인식하고 처리하는 시스템을 말한다 자유공모와 지정공모로 추진되는 이번 시범사업은 자유공모의 경우 CCTV를 활용하는 재난 재해 분야의 지능형 기술 보급을 지원하고 지정공모의 경우 교육부와의 협업을 통해 학교 안전 화재 감시 학교 폭력 등 에 대한 모니터링 시스템을 구축할 예정이다 CCTV 시범사업은 2018년부터 진행됐다 우수 기술 보유기업과 수요처 공공기관 지자체 를 컨소시엄 방식으로 선정해 교통 안전 범죄 치안 예방 등 사회 안전 분야 6개 사업에 대해 지능형 CCTV 도입 확산을 지원한 바 있다 허성욱 과기정통부 정보보호네트워크정책관은 재난재해 분야에 지능형 CCTV를 활용함으로써 관제 인력의 한계를 해소하고 원활한 초동 대응시스템을 구축하는데 기여할 것 이라며 선제적 재난 대응과 국민의 안전사고 예방을 위해 지능형 CCTV가 확산 될 수 있도록 노력해 나가겠다 라고 밝혔다   
"산업부, 2020년 FTA 활용지원 컨설팅 사업 추진", 56개국 16건 FTA 체결 최대 2500여개 기업 지원 정부가 자유무역협정 FTA 으로 코로나19 여파 탈출에 나선다 산업통상자원부 장관 성윤모 는 2020년 FTA 활용지원 컨설팅 사업 을 추진한다고 4일 밝혔다 OK FTA 종합 컨설팅 차이나데스크 컨설팅 찾아가는 FTA 서비스 원산지확인서 제3자 확인 4개 맞춤형 컨설팅을 제공한다 우리나라는 발효기준 현재 56개국과 16건 FTA를 맺었다 김형주 산업부 통상국내정책관은 현재 코로나19 확산 경기 위축 등 우리기업의 수출을 위한 대내외 여건이 좋지 않은 상황에서 기업현장의 수출애로를 적극 해결함으로써 기업이 실질적 도움을 받을 수 있도록 FTA 활용지원 컨설팅 사업을 적극 추진할 계획 이라고 말했다   
사스·메르스 항체서 코로나19 무력화 항체 찾았다, 코로나19 바이러스 스파이크 단백질의 3차원 구조 A 와 사스 중화항체 B 및 메르스 중화항체 C 결합 예측 국내 연구진이 코로나19에 대항할 수 있는 항체를 찾아냈다 한국화학연구원 CEVI 신종 바이러스 융합연구단은 기존에 알려진 사스 중화항체 2개와 메르스 중화항체 1개가 코로나19 스파이크 단백질에 결합할 수 있다는 결과를 예측했다 스파이크 단백질은 코로나 바이러스가 세포 내로 침입할 때 활용되는 단백질이다 연구진은 이 스파이크 단백질에 결합할 수 있는 항체를 예측한 것이다 항체는 인체에 침입하는 바이러스를 무력화하기 위해 우리 몸의 면역반응이 만든 일종의 무기다 CEVI 융합연구단은 코로나19의 유전체 분석을 통해 사스 바이러스와의 유사성을 확인했고 기존의 사스와 메르스 중화항체가 코로나19에 결합할 수 있는지 생물정보학 분석을 통해 예측했다 연구진은 긴급히 연구를 수행하기 위해 이미 bioRxiv 에 공개된 코로나19 스파이크 단백질의 구조 정보 파일을 저자로부터 전달받아 예측 연구를 수행했다 그 결과 기존의 사스 중화항체 2개 메르스 항체 1개가 코로나19 스파이크 단백질에 결합할 수 있다는 결과를 예측했다 이 같은 연구결과는 코로나19 치료용 항체 및 백신 개발을 앞당기는 데 기여할 것으로 기대된다 연구진은 이를 생물학 분야 아카이브인 bioRxiv 에 2월 23일 투고했고 bioRxiv 는 2월 27일 이를 공개했다 현재 코로나19 관련 주요 연구결과는 bioRxiv 에 빠르게 먼저 공개된 후 과학저널에 게재되고 있다 또한 CEVI 융합연구단은 2월 17일 질병관리본부로부터 코로나19 바이러스 분리주를 분양받아 한국화학연구원 생물안전 3등급 시설에서 신속한 배양을 통해 코로나19 바이러스 RNA를 확보했다 연구진은 이를 이용해 해외에서 공개된 코로나19 바이러스 검출용 프라이머 프로브 세트의 민감도를 비교했다 프라이머는 특정 유전자 합성의 시작점이 되는 짧은 유전자 서열이고 프로브는 특정 유전자의 증폭을 실시간으로 판독할 수 있는 형광이 표지된 짧은 유전자 서열이다 그 결과 동일 조건에서 코로나19 바이러스 N 유전자 검출용은 미국 질병통제센터의 2019 nCoV_N2 N3 일본 국립감염병연구소의 NIID_2019 nCOV_N 프라이머 프로브 세트가 민감한 것으로 확인했다 또한 RdRp Orf1 유전자 검출용은 중국 질병예방통제센터의 ORF1ab 프라이머 프로브 세트가 민감한 것으로 확인했다 전 세계 코로나19 검출용 주요 프라이머 프로브 세트의 민감도를 비교한 건 이번이 처음으로 보다 민감한 실시간 유전자 증폭 기반의 분자진단키트를 개발하는 데 활용될 것으로 기대된다 한국화학연구원 CEVI 융합연구단 김범태 단장은 이번 코로나19 바이러스 대응을 위해 그동안 구축한 융합연구 역량을 총동원하겠다 고 밝혔다   
"정부, 올해 민군 기술협력사업에 총 1772억원 투자", 과학기술정보통신부 장관 최기영 산업통상자원부 장관 성윤모 방위사업청 청장 왕정홍 등 14개 부처는 2020년 3월 4일 민군기술협의회를 통해 민군기술협력사업 2020년도 시행계획 을 서면심의 확정했다 올해 투자규모는 전년 대비 15 증가한 1772억원으로 10개 부처가 총 195개 과제 신규과제 44개 포함 에 투자할 계획이다 사업별로는 민군기술겸용개발사업 Spin up 에 1593억원 민간기술이전사업 Spin on Spin off 에 110억원을 투입한다 로봇 드론 3D프린팅 AR VR MR 등 4차산업혁명 핵심기술에 대해 부처간 공동연구개발 다부처연계 을 추진하고 국방분야 활용 Spin on 을 통해 트랙레코드를 확보해 나갈 예정이다 웨어러블 로봇 개발을 위한 복합신호기반 인체 기계 고속동기화 제어기술 개발 사업이 대표적인 다부처연계 핵심기술 협력사업이며 정찰드론 정보수집 글라이더 등 실제 국방분야의 활용 촉진을 위해 이미 개발된 민간기술을 실증하는 기술개발 과제도 군과 함께 추진할 예정이다 또한 정부는 국방분야 실증과 더불어 국방기술의 민간 활용 Spin off 활성화를 위해 핵심선도모델을 적극 발굴해 시범 추진해 나갈 예정이다 이를 위해 신속한 추진이 필요하고 단기간 내 사업화 가능성이 높은 과제는 당해 연도에 착수가 가능하게 하는 패스트트랙 제도를 신설할 계획이다 이밖에 민군기술개발 성과물의 활용 촉진을 위한 법률 및 규정개정 등 제도적 기반도 마련하는 한편 수요기업에 대한 지원내용을 명확화할 예정이다 과학기술정보통신부 권현준 거대공공연구정책관은 국방은 최첨단 기술의 테스트베드로서 기존 연구성과의 확산 및 실증에 중요한 역할을 할 것으로 기대된다 며 기초원천 및 정보통신기술 ICT 연구개발 성과가 국방분야에서 활발히 활용될 수 있도록 지속적으로 지원할 것 이라고 강조했다 방위사업청 김상모 국방기술보호국장은 민간의 혁신적 기술에 대한 국방분야의 소요가 급격히 증가하고 있는 만큼 민군기술협력사업 추진을 통해 민간 기업에는 국방이라는 테스트 베드를 제공하고 국방에는 우수 민간기술이 무기체계로 적용될 수 있도록 함으로써 민과 군이 함께 상생할 수 있는 선순환 구조를 창출해 나가겠다 라고 밝혔다 한편 민군기술협력사업은 1999년부터 시작된 대표적인 범부처 협력사업이다 2019년까지 총 1조 3441억원이 투입됐으며 최근 5년간 기술개발 누적 실용화율은 69 에 달한다 특히 고기능 고성능 복합 섬유 소재개발 중소형 워터젯추진시스템 개발 등은 무기체계 국산화에 크게 기여한 것으로 평가되고 있다 또한 비무기체계 사업도 추진한 결과 기능성을 대폭 향상한 동계 함상복 함상화를 개발 양산해 올해 해군에 공급할 계획이다   
"과기정통부, 2020년 ICT멘토링 사업 멘티·멘토 모집", 과학기술정보통신부 장관 최기영 이하 과기정통부 는 문제해결형 인재를 양성하는 ICT멘토링 사업의 멘토 멘티 모집 및 프로젝트 접수를 시작한다고 4일 밝혔다 ICT멘토링 사업은 정보통신기술 ICT 소프트웨어 SW 분야 산업전문가 멘토 와 대학생 멘티 이 팀을 이루어 실무형 프로젝트를 수행을 지원하는 사업이다 2004년에 시작해 올해까지 17년간 누적 5만명 멘티 수 기준 이상을 지원한 ICT 대표 인력 양성 사업 중 하나이다 올해에는 한이음 자유주제형 프로보노 사회공헌형 프론티어 인공지능 등 혁신기술 분야 등 트랙별로 특성화해 약 3000명의 멘티와 400여명의 멘토를 대상으로 지원한다 멘티들은 프로젝트 수행 시 필요한 재료비 개발서버 사용료 등 프로젝트당 130만원 범위에서 지원을 받을 수 있으며 결과물의 성과등록을 위해 논문게재 프로그램 앱 등록 등도 지원된다 2019년부터 시작한 취업콘서트는 올해에는 2회로 확대 진행한다 프로젝트 참여를 희망하는 멘토 및 멘티는 한이음 홈페이지 www hanium or kr 를 통해 3월 15일부터 4월 14일까지 신청이 가능하다 해당 기간에 프로젝트 접수 팀 매칭도 함께 진행된다 과기정통부 송경희 소프트웨어정책관은 ICT SW 기업에서 실무 프로젝트 경험을 갖춘 인재에 대한 수요가 매우 높다 라며 기업이 필요로 하는 역량 있는 인재가 양성되도록 현장 밀착형으로 진행하겠다 라고 밝혔다   
통신·방송·카카오톡 한자리…코로나19 비상 대응체계 점검, 과학기술정보통신부 장관 최기영 이하 과기정통부 장석영 제2차관은 3일 통신사업자 유료방송사업자 한국인터넷진흥원 카카오 등과 함께 코로나19 대비 방송 통신 인터넷서비스 비상 대응체계 점검회의를 개최했다 이날 회의는 대면회의 대신 정부 협업시스템인 온 나라 PC영상회의시스템 을 통해 진행됐다 이날 회의 참여자들은 필수인력 확보와 근무지 폐쇄시 망 관리 운용 등 위기단계별 대응방안 사이버 침해 대응 등 연속성 확보방안 영업점 설치 기사 등 대민접촉 부서의 예방 확산방지 대책 경기악화로 어려움을 겪고 있는 중소 유통망에 대한 지원방안에 대해서도 논의했다 통신사들은 감염으로 인한 운용인력 부족에 대비해 망 관리 운용 경험이 있는 직원과 운용협력사 직원들로 전문 인력풀을 구성해 필수인력 감염으로 인한 인력부족에 대비하고 있다 고 밝혔다 먼저 사업장의 근무자가 동시에 격리되는 것을 방지하기 위해 운용인력을 A조 운용조 B조 백업조 로 구분하고 예비로 C조 운용경험 인력 를 추가편성하거나 일부 인력 분산 배치 및 재택근무 등을 시행하고 있다 또한 통신사들은 일부 통신국사가 폐쇄되더라도 다른 국사에서 원격으로 통신망을 운용할 수 있도록 원격 망 운용시스템이 구축되어 있다 며 지역별 중요통신시설별로 폐쇄시 대체 운용국사를 지정하고 있다 고 설명했다 통신망 장애 트래픽 이상 유무 등을 관리하는 망 관제센터가 폐쇄될 경우 망 관제센터가 이원화되어 있는 KT 과천 둔산 SK텔레콤 분당 성수 둔산 은 이원화 국사에서 망 관제를 수행하고 망 관제센터가 이원화되어 있지 않은 LG유플러스 마곡 SK브로드밴드 동작 는 임시로 전국 망 관제가 가능한 시설 LG유플러스 안양 SK브로드밴드 서초 성북 을 구축해 대비하고 있다 또한 통신사업자들은 경기 악화로 어려움을 겪고 있는 중소 유통망 지원방안도 내놓았다 KT와 LG유플러스는 코로나19로 타격을 받고 있는 중소 유통망 대리점 에 대해 임대료 감면과 운영자금 지원 등 상생방안을 마련하여 시행하고 있으며 SK텔레콤은 전국 직영 유통망 네트워크 협력사를 대상으로 상생방안을 마련 조만간 발표하겠다고 밝혔다 유료방송사업자는 감염병 확산에 따른 위기상황 단계별 지침을 마련해 대응 중이다 케이블TV 사업자들은 디지털미디어센터 DMC 의 이원화와 다른 국사에서의 원격제어를 통한 방송시스템 및 네트워크 관리 운영과 인근 국사 스튜디오의 대체 인력 투입 협력 업체 직원 지원 등 인력 운용 방안 마련 등을 통해 방송 지속성을 확보하고 있다 고 설명했다 한국인터넷진흥원의 사이버침해대응 본부는 재택근무제와 서울 나주 간 침해대응 시스템 이중화를 통해 24시간 상황관제 및 대국민 서비스 등 업무를 차질없이 유지한다는 방침이다 우선 자가 격리자는 재택근무로 전환해 외부에서 가능한 업무를 수행하고 확진자 발생으로 서울 종합상황실을 일시 폐쇄하는 경우에는 소독기간 동안 3일 나주청사로 근무 장소를 이전해 업무를 수행하고 대체인력은 종합상황실 근무 유경험자를 선발해 투입할 계획이다 이날 회의에서는 카카오도 참석했다 카카오는 전날 발생한 카카오톡 장애원인을 설명하는 한편 재난시에도 메신저 서비스가 끊김없이 이용될 수 있도록 조치를 취하겠다고 밝혔다 카카오 관계자는 2일 서비스 장애에 대해 트래픽 과부하가 아니라 네트워크 장비에 오류가 발생했다 며 장비 오류는 즉시 감지 대처했지만 서버 재부팅 등으로 서비스 정상화까지는 80여분 소요됐다 고 설명했다 장석영 제2차관은 감염병의 경우 광범위한 근무자 감염으로 예기치 못한 비상상황도 발생할 수 있는 만큼 비상대책을 차질없이 실행해 방송 통신 인터넷 서비스의 연속성을 유지할 수 있도록 최선을 다해달라 며 특히 카카오는 기간통신망을 보유하고 있는 사업자는 아니지만 대다수 국민들이 애용하고 있는 서비스로 자리잡은 만큼 장애방지에 더 각별히 노력해달라 고 당부했다   
